CustomerID,PrimaryCountry,Recency,Frequency,Monetary,LastPurchaseDate
12408.0,Belgium,33,5,2888.55,2011-11-07 12:27:00
12409.0,Switzerland,79,3,11072.67,2011-09-22 10:38:00
12410.0,Switzerland,309,2,693.33,2011-02-04 10:39:00
12412.0,Denmark,75,3,1226.88,2011-09-26 10:16:00
12413.0,France,67,3,758.1,2011-10-04 09:00:00
12414.0,Austria,217,3,562.4100000000001,2011-05-06 14:51:00
12415.0,Australia,24,21,124914.53,2011-11-15 14:22:00
12417.0,Belgium,3,9,3649.1,2011-12-06 14:52:00
12418.0,Switzerland,113,1,668.58,2011-08-19 11:08:00
12420.0,Cyprus,64,1,600.39,2011-10-07 08:55:00
12421.0,Spain,16,4,807.04,2011-11-24 09:07:00
12422.0,Australia,96,3,803.5600000000001,2011-09-05 09:48:00
12423.0,Belgium,1,8,1859.31,2011-12-09 10:10:00
12424.0,Australia,163,2,1760.96,2011-06-30 12:06:00
12425.0,Portugal,78,1,777.2,2011-09-22 17:31:00
12426.0,Germany,195,1,582.73,2011-05-29 12:26:00
12427.0,Germany,22,3,825.8000000000001,2011-11-18 08:56:00
12428.0,Finland,26,9,7956.46,2011-11-14 08:22:00
12429.0,Denmark,9,4,3750.4,2011-11-30 17:22:00
12430.0,Norway,43,1,256.4,2011-10-27 15:09:00
12431.0,Australia,36,15,6487.45,2011-11-04 11:55:00
12432.0,Norway,43,5,5059.32,2011-10-28 11:43:00
12433.0,Norway,1,7,13375.87,2011-12-09 10:02:00
12434.0,Australia,85,2,806.14,2011-09-16 12:38:00
12435.0,Denmark,80,2,7829.89,2011-09-21 09:06:00
12436.0,Norway,100,1,509.01,2011-09-01 12:09:00
12437.0,France,2,18,4951.41,2011-12-08 11:35:00
12438.0,Norway,14,2,2906.85,2011-11-25 13:28:00
12441.0,France,367,1,173.55,2010-12-08 10:45:00
12442.0,Spain,3,1,172.06,2011-12-06 14:22:00
12444.0,Norway,21,5,5005.46,2011-11-18 13:23:00
12445.0,Spain,22,1,133.4,2011-11-17 18:43:00
12446.0,RSA,58,1,1002.3100000000001,2011-10-13 12:50:00
12447.0,Belgium,243,1,476.49,2011-04-10 13:25:00
12448.0,Spain,44,1,449.45,2011-10-26 13:46:00
12449.0,Belgium,22,4,4067.29,2011-11-17 13:46:00
12450.0,Spain,156,2,197.88,2011-07-06 14:41:00
12451.0,Switzerland,11,5,9035.52,2011-11-29 08:40:00
12452.0,Switzerland,17,2,430.57000000000005,2011-11-23 10:28:00
12453.0,Austria,134,1,707.09,2011-07-28 14:08:00
12454.0,Spain,56,1,3528.34,2011-10-14 17:13:00
12455.0,Spain,73,6,2466.86,2011-09-27 15:31:00
12456.0,Switzerland,44,3,3181.04,2011-10-26 14:41:00
12457.0,Switzerland,66,7,2363.23,2011-10-04 13:13:00
12458.0,Switzerland,71,2,947.4,2011-09-29 15:25:00
12461.0,Switzerland,94,2,826.88,2011-09-06 16:57:00
12462.0,Spain,19,2,1189.59,2011-11-21 09:11:00
12463.0,Belgium,53,4,1344.78,2011-10-17 13:44:00
12464.0,Belgium,10,8,1212.05,2011-11-29 13:33:00
12465.0,Belgium,17,2,742.19,2011-11-22 16:34:00
12468.0,Germany,188,2,729.54,2011-06-05 11:36:00
12471.0,Germany,2,30,19824.05,2011-12-07 15:43:00
12472.0,Germany,32,7,6572.11,2011-11-07 14:01:00
12473.0,Germany,29,5,3938.55,2011-11-10 13:46:00
12474.0,Germany,17,18,7375.79,2011-11-22 14:39:00
12475.0,Germany,54,1,723.38,2011-10-17 10:10:00
12476.0,Germany,16,11,6816.42,2011-11-24 12:40:00
12477.0,Germany,23,6,13219.74,2011-11-17 09:51:00
12478.0,Greece,4,1,680.99,2011-12-06 09:56:00
12479.0,Germany,11,1,527.2,2011-11-28 13:26:00
12480.0,Germany,28,4,3281.63,2011-11-11 14:52:00
12481.0,Germany,23,10,5596.32,2011-11-17 08:29:00
12483.0,Sweden,17,8,2484.98,2011-11-22 17:02:00
12484.0,Spain,33,6,4541.72,2011-11-07 11:37:00
12488.0,France,10,3,1298.66,2011-11-30 08:50:00
12489.0,France,336,1,334.93,2011-01-07 13:13:00
12490.0,France,5,10,5417.93,2011-12-04 16:07:00
12491.0,France,39,1,460.40000000000003,2011-11-01 12:18:00
12492.0,Germany,63,2,263.21000000000004,2011-10-07 15:15:00
12493.0,France,166,2,433.74,2011-06-27 10:17:00
12494.0,France,16,7,1246.1,2011-11-24 09:34:00
12497.0,Germany,82,1,1043.1,2011-09-19 12:29:00
12498.0,Germany,21,3,403.70000000000005,2011-11-18 12:53:00
12500.0,Germany,23,11,4257.82,2011-11-16 16:20:00
12501.0,Germany,337,1,2169.39,2011-01-07 12:28:00
12502.0,Spain,96,5,3723.87,2011-09-05 11:52:00
12504.0,Germany,18,2,482.04999999999995,2011-11-21 16:02:00
12506.0,France,233,1,73.5,2011-04-21 08:54:00
12507.0,Spain,134,3,1304.81,2011-07-28 17:09:00
12508.0,France,26,2,398.27,2011-11-13 15:37:00
12509.0,France,284,1,176.5,2011-02-28 14:45:00
12510.0,Spain,143,2,982.5699999999999,2011-07-20 10:15:00
12512.0,Israel,66,2,138.03,2011-10-04 14:55:00
12513.0,France,113,1,612.29,2011-08-19 10:51:00
12514.0,Italy,267,1,1017.6800000000001,2011-03-17 16:38:00
12515.0,Italy,353,1,383.7,2010-12-21 15:43:00
12516.0,Germany,78,2,1312.06,2011-09-23 09:13:00
12517.0,Germany,28,5,2502.84,2011-11-11 14:04:00
12518.0,Germany,1,5,2056.89,2011-12-09 10:13:00
12519.0,Germany,64,1,340.84000000000003,2011-10-07 09:26:00
12520.0,Germany,79,5,2634.26,2011-09-21 15:23:00
12521.0,Germany,143,1,599.68,2011-07-20 10:51:00
12522.0,Germany,39,2,192.72,2011-10-31 15:30:00
12523.0,France,19,11,1789.77,2011-11-20 12:55:00
12524.0,Germany,9,8,4485.72,2011-11-30 15:31:00
12526.0,Germany,1,3,1316.66,2011-12-09 12:09:00
12527.0,Germany,82,3,348.71000000000004,2011-09-19 11:55:00
12528.0,Germany,9,6,1933.48,2011-11-30 14:40:00
12530.0,Germany,60,4,1662.28,2011-10-11 12:34:00
12531.0,Germany,15,1,125.22,2011-11-25 11:12:00
12532.0,France,30,1,349.83000000000004,2011-11-09 13:47:00
12534.0,Germany,131,1,1089.18,2011-08-01 10:26:00
12535.0,France,92,2,716.35,2011-09-09 08:48:00
12536.0,France,43,3,12601.830000000002,2011-10-27 14:20:00
12538.0,Spain,29,1,363.95,2011-11-10 17:16:00
12539.0,Spain,22,4,5568.35,2011-11-17 13:30:00
12540.0,Spain,20,17,13400.24,2011-11-20 11:31:00
12541.0,Spain,30,3,981.18,2011-11-10 10:40:00
12544.0,Spain,36,1,372.7,2011-11-03 16:15:00
12545.0,Spain,75,2,1000.39,2011-09-25 13:39:00
12546.0,Spain,47,2,1161.5,2011-10-24 12:09:00
12547.0,Spain,198,2,207.8,2011-05-26 12:38:00
12548.0,Spain,166,1,95.19999999999999,2011-06-26 15:35:00
12550.0,Spain,79,1,964.83,2011-09-21 14:35:00
12551.0,Spain,358,1,168.0,2010-12-17 11:23:00
12552.0,Italy,39,2,437.82,2011-11-01 10:02:00
12553.0,France,8,10,3692.28,2011-12-01 16:38:00
12556.0,Spain,50,2,603.71,2011-10-20 13:06:00
12557.0,Spain,16,5,11990.960000000001,2011-11-23 16:59:00
12558.0,USA,8,1,269.96,2011-12-02 10:41:00
12559.0,Germany,311,2,561.71,2011-02-02 09:49:00
12560.0,Germany,5,3,2134.01,2011-12-04 13:54:00
12561.0,Germany,303,1,238.85,2011-02-10 11:39:00
12562.0,France,8,7,3781.7400000000002,2011-12-01 17:20:00
12564.0,France,261,1,456.90000000000003,2011-03-23 14:55:00
12565.0,Saudi Arabia,289,1,145.92000000000002,2011-02-24 10:34:00
12566.0,Germany,86,1,351.65,2011-09-14 14:30:00
12567.0,France,23,10,9401.28,2011-11-17 11:02:00
12569.0,Germany,2,32,4124.6900000000005,2011-12-07 16:24:00
12571.0,France,40,2,519.61,2011-10-31 10:19:00
12572.0,Germany,9,2,1020.4200000000001,2011-12-01 09:20:00
12573.0,France,227,1,160.54000000000002,2011-04-26 15:52:00
12574.0,France,316,1,218.45000000000002,2011-01-28 09:20:00
12576.0,Poland,36,5,1315.83,2011-11-04 10:11:00
12577.0,France,35,3,657.8,2011-11-04 13:24:00
12578.0,Italy,21,2,2794.51,2011-11-18 13:30:00
12579.0,France,78,1,440.42,2011-09-22 17:15:00
12580.0,Germany,247,1,415.7,2011-04-07 10:24:00
12581.0,Germany,40,1,197.71,2011-10-31 08:56:00
12582.0,Finland,239,2,511.36,2011-04-15 08:45:00
12583.0,France,3,15,7281.38,2011-12-07 08:07:00
12584.0,Italy,4,9,2338.15,2011-12-06 09:35:00
12585.0,Germany,234,2,2040.1,2011-04-19 13:39:00
12586.0,Italy,17,1,196.94000000000003,2011-11-22 16:24:00
12587.0,Finland,8,1,144.0,2011-12-02 12:47:00
12588.0,Finland,39,1,214.89999999999998,2011-10-31 15:01:00
12589.0,France,29,2,646.68,2011-11-11 10:19:00
12590.0,Germany,211,2,9864.26,2011-05-12 14:52:00
12591.0,Italy,317,1,452.84999999999997,2011-01-26 14:35:00
12592.0,Germany,92,2,437.6,2011-09-08 15:04:00
12593.0,France,109,3,418.1,2011-08-23 12:43:00
12594.0,Italy,38,10,3338.2200000000003,2011-11-02 12:20:00
12596.0,Spain,51,2,618.27,2011-10-19 13:02:00
12597.0,Spain,19,4,3811.22,2011-11-20 13:33:00
12598.0,France,10,8,3023.08,2011-11-30 12:18:00
12599.0,France,29,7,1032.58,2011-11-10 13:34:00
12600.0,Germany,29,10,2599.04,2011-11-11 10:29:00
12601.0,Germany,190,5,577.0600000000001,2011-06-03 10:17:00
12602.0,France,59,1,153.12,2011-10-12 11:22:00
12603.0,Germany,22,1,739.1999999999999,2011-11-18 10:42:00
12604.0,France,79,2,254.18,2011-09-21 14:08:00
12607.0,USA,60,1,1579.51,2011-10-10 16:06:00
12609.0,Germany,78,3,1126.85,2011-09-22 16:34:00
12610.0,Italy,23,5,2099.54,2011-11-17 09:34:00
12611.0,Italy,52,1,1193.32,2011-10-18 13:12:00
12612.0,Germany,74,1,704.04,2011-09-26 15:35:00
12613.0,Germany,57,5,3344.38,2011-10-13 14:59:00
12614.0,Germany,278,1,315.6,2011-03-07 10:22:00
12615.0,France,2,4,2291.19,2011-12-07 15:02:00
12616.0,France,95,2,713.3,2011-09-05 15:17:00
12617.0,France,29,1,355.53000000000003,2011-11-10 14:39:00
12618.0,Italy,22,1,177.31,2011-11-18 11:10:00
12619.0,Germany,16,9,3641.24,2011-11-23 14:52:00
12620.0,France,15,3,1339.41,2011-11-25 10:20:00
12621.0,Germany,2,20,13689.67,2011-12-08 11:25:00
12622.0,Germany,232,1,180.1,2011-04-21 16:39:00
12623.0,Germany,276,1,305.1,2011-03-08 13:50:00
12624.0,France,106,2,641.13,2011-08-25 15:04:00
12625.0,Germany,212,2,2683.82,2011-05-12 09:54:00
12626.0,Germany,23,9,6620.4800000000005,2011-11-16 16:06:00
12627.0,Germany,11,7,4478.53,2011-11-29 12:07:00
12628.0,Germany,4,3,786.46,2011-12-05 13:15:00
12630.0,Finland,10,2,1270.88,2011-11-30 10:48:00
12631.0,Finland,57,1,640.5,2011-10-13 13:53:00
12633.0,Germany,59,4,2163.98,2011-10-12 11:40:00
12635.0,Germany,90,2,1689.18,2011-09-11 11:04:00
12637.0,France,67,8,6021.9,2011-10-03 13:46:00
12638.0,Sweden,33,1,671.69,2011-11-06 13:11:00
12639.0,Sweden,239,1,486.1,2011-04-15 12:48:00
12640.0,France,24,3,1174.58,2011-11-16 11:52:00
12641.0,Sweden,115,1,185.9,2011-08-16 13:26:00
12642.0,Germany,25,3,1013.26,2011-11-14 15:03:00
12643.0,France,128,6,3344.64,2011-08-03 12:56:00
12644.0,Germany,130,1,477.90999999999997,2011-08-02 10:33:00
12645.0,Germany,34,4,1775.18,2011-11-06 12:38:00
12646.0,USA,5,2,1346.97,2011-12-05 10:14:00
12647.0,Germany,22,12,3722.82,2011-11-17 12:56:00
12648.0,Germany,155,1,318.05,2011-07-08 11:55:00
12649.0,Germany,107,3,623.51,2011-08-24 14:41:00
12650.0,France,3,1,314.44,2011-12-06 16:34:00
12651.0,France,335,1,114.0,2011-01-09 12:46:00
12652.0,France,331,1,919.98,2011-01-12 15:00:00
12653.0,Israel,149,2,2209.85,2011-07-14 10:41:00
12654.0,Germany,11,5,601.98,2011-11-29 10:10:00
12656.0,France,17,5,4051.17,2011-11-22 13:42:00
12657.0,France,11,4,1643.18,2011-11-28 15:47:00
12658.0,Germany,19,1,686.05,2011-11-21 10:22:00
12659.0,France,30,1,91.68,2011-11-10 11:53:00
12660.0,France,11,1,245.10000000000002,2011-11-28 13:26:00
12662.0,Germany,1,11,3849.78,2011-12-09 11:59:00
12664.0,Finland,8,9,4881.88,2011-12-01 17:07:00
12665.0,Germany,325,1,63.0,2011-01-19 08:34:00
12667.0,Finland,58,1,620.13,2011-10-12 17:00:00
12668.0,Germany,12,4,3807.15,2011-11-28 10:56:00
12669.0,France,151,3,2744.0299999999997,2011-07-12 09:54:00
12670.0,France,10,5,2996.05,2011-11-29 15:23:00
12672.0,France,330,1,225.9,2011-01-14 09:20:00
12673.0,Germany,5,2,610.52,2011-12-04 13:55:00
12674.0,France,39,4,1970.6,2011-11-01 12:12:00
12676.0,Sweden,25,6,1331.39,2011-11-15 12:25:00
12678.0,France,42,12,17628.46,2011-10-28 13:04:00
12679.0,France,59,4,1113.02,2011-10-12 12:30:00
12680.0,France,1,4,862.81,2011-12-09 12:50:00
12681.0,France,15,22,13787.54,2011-11-25 11:33:00
12682.0,France,4,31,12288.22,2011-12-06 10:00:00
12683.0,France,4,15,8476.57,2011-12-05 16:31:00
12684.0,France,8,7,2283.63,2011-12-02 09:53:00
12685.0,France,28,6,2863.08,2011-11-11 13:46:00
12686.0,France,372,1,89.14,2010-12-03 09:51:00
12688.0,Israel,114,1,4873.81,2011-08-18 08:49:00
12689.0,France,26,2,1247.6100000000001,2011-11-14 08:31:00
12690.0,France,206,1,389.01,2011-05-18 09:09:00
12691.0,France,28,6,1035.8,2011-11-11 16:49:00
12693.0,Germany,127,4,855.91,2011-08-04 17:51:00
12694.0,France,70,2,869.67,2011-09-30 13:06:00
12695.0,France,7,4,582.1,2011-12-02 13:22:00
12697.0,Sweden,29,3,957.59,2011-11-11 08:47:00
12700.0,France,8,4,4939.99,2011-12-02 10:47:00
12701.0,Germany,80,2,797.71,2011-09-21 10:47:00
12702.0,Germany,20,1,219.0,2011-11-20 10:36:00
12703.0,Germany,71,1,283.55,2011-09-29 17:52:00
12704.0,Finland,7,8,2340.84,2011-12-02 13:15:00
12705.0,Germany,15,9,6868.29,2011-11-24 13:17:00
12707.0,France,292,1,603.42,2011-02-21 08:38:00
12708.0,Germany,30,10,2712.91,2011-11-10 09:52:00
12709.0,Germany,15,15,9736.52,2011-11-24 15:38:00
12710.0,Germany,97,3,1149.02,2011-09-04 12:00:00
12712.0,Germany,29,13,4396.13,2011-11-11 08:19:00
12713.0,Germany,1,1,848.55,2011-12-09 12:16:00
12714.0,France,9,5,4708.86,2011-11-30 15:43:00
12715.0,Sweden,106,1,353.86,2011-08-25 15:22:00
12716.0,France,4,2,1053.49,2011-12-06 08:55:00
12717.0,Greece,151,2,1030.98,2011-07-11 14:47:00
12718.0,France,71,1,238.25,2011-09-29 16:38:00
12719.0,France,5,2,644.95,2011-12-04 13:45:00
12720.0,Germany,3,25,5781.7300000000005,2011-12-07 08:03:00
12721.0,France,32,6,2656.13,2011-11-08 12:13:00
12722.0,France,85,4,997.63,2011-09-15 14:50:00
12723.0,France,4,5,725.07,2011-12-06 10:19:00
12724.0,France,5,4,1031.41,2011-12-04 16:02:00
12725.0,Italy,371,1,427.8,2010-12-03 15:45:00
12726.0,France,28,7,2609.1,2011-11-11 13:35:00
12727.0,France,11,7,3980.7000000000003,2011-11-29 11:46:00
12728.0,France,71,4,836.33,2011-09-29 15:31:00
12729.0,France,114,1,453.01,2011-08-18 11:40:00
12731.0,France,24,12,18895.91,2011-11-16 11:59:00
12732.0,France,180,1,236.26000000000002,2011-06-13 11:33:00
12733.0,USA,234,1,383.95,2011-04-19 16:19:00
12734.0,France,353,1,110.39999999999999,2010-12-22 12:47:00
12735.0,France,315,2,779.5699999999999,2011-01-28 13:37:00
12736.0,France,333,1,234.0,2011-01-11 07:57:00
12738.0,Germany,372,1,155.35,2010-12-02 18:27:00
12739.0,United Arab Emirates,78,2,1013.04,2011-09-22 13:00:00
12740.0,France,64,1,427.6,2011-10-07 10:44:00
12743.0,Unspecified,134,2,546.43,2011-07-28 16:21:00
12744.0,Singapore,52,7,21279.29,2011-10-19 11:18:00
12747.0,United Kingdom,2,11,4196.01,2011-12-07 14:34:00
12748.0,United Kingdom,1,209,33719.73,2011-12-09 12:20:00
12749.0,United Kingdom,4,5,4090.88,2011-12-06 09:56:00
12750.0,Poland,129,1,275.88,2011-08-03 09:13:00
12752.0,Norway,81,1,4366.78,2011-09-19 13:32:00
12753.0,Japan,23,6,21429.39,2011-11-17 10:52:00
12754.0,Japan,236,3,3010.74,2011-04-18 09:00:00
12755.0,Japan,281,2,3811.9500000000003,2011-03-04 12:42:00
12756.0,Japan,87,1,112.08,2011-09-14 09:31:00
12757.0,Portugal,16,13,7857.1,2011-11-24 12:30:00
12758.0,Portugal,117,2,2791.59,2011-08-15 10:22:00
12759.0,Netherlands,52,3,1531.44,2011-10-18 14:49:00
12762.0,Portugal,8,2,1898.52,2011-12-02 10:23:00
12763.0,Japan,138,2,494.08,2011-07-24 14:12:00
12764.0,Lebanon,317,1,1693.88,2011-01-27 10:19:00
12766.0,Portugal,4,7,6989.63,2011-12-06 08:46:00
12769.0,Brazil,239,1,1143.6,2011-04-15 10:25:00
12770.0,Japan,211,1,1351.45,2011-05-13 09:33:00
12772.0,Portugal,60,1,892.47,2011-10-11 09:19:00
12775.0,Netherlands,17,5,1386.04,2011-11-22 16:33:00
12778.0,Netherlands,20,6,822.23,2011-11-20 11:30:00
12779.0,Poland,38,8,3981.36,2011-11-02 11:43:00
12781.0,Czech Republic,64,2,826.74,2011-10-07 10:37:00
12782.0,Portugal,5,5,2330.92,2011-12-05 09:16:00
12783.0,Portugal,2,6,2225.91,2011-12-07 15:56:00
12784.0,Portugal,9,2,574.42,2011-11-30 15:38:00
12785.0,Portugal,364,1,311.95,2010-12-10 13:48:00
12787.0,Netherlands,10,3,463.66,2011-11-30 08:44:00
12789.0,Netherlands,65,1,91.85,2011-10-05 13:34:00
12790.0,Netherlands,192,1,324.92,2011-05-31 14:14:00
12791.0,Netherlands,374,1,192.60000000000002,2010-12-01 11:27:00
12792.0,Portugal,257,1,400.54,2011-03-28 11:36:00
12793.0,Portugal,335,2,545.48,2011-01-09 12:12:00
12794.0,Portugal,53,2,860.41,2011-10-17 14:54:00
12795.0,Portugal,19,1,430.48,2011-11-21 10:27:00
12797.0,Portugal,366,1,254.03,2010-12-09 10:55:00
12798.0,Japan,10,3,6977.04,2011-11-29 15:52:00
12802.0,Netherlands,187,1,427.58,2011-06-06 09:36:00
12808.0,Portugal,37,3,483.65000000000003,2011-11-03 10:05:00
12809.0,Portugal,178,1,489.31,2011-06-15 10:51:00
12811.0,Portugal,261,3,514.85,2011-03-24 09:42:00
12812.0,Japan,45,1,229.64000000000001,2011-10-26 09:54:00
12814.0,Poland,102,1,125.92,2011-08-30 12:11:00
12815.0,Poland,148,2,1063.46,2011-07-15 10:21:00
12816.0,Poland,96,2,572.2,2011-09-05 12:41:00
12817.0,Austria,281,1,166.04000000000002,2011-03-03 16:28:00
12818.0,Austria,262,1,1542.08,2011-03-23 12:06:00
12820.0,United Kingdom,3,4,942.34,2011-12-06 15:12:00
12821.0,United Kingdom,214,1,92.72,2011-05-09 15:51:00
12822.0,United Kingdom,71,2,948.88,2011-09-30 10:04:00
12823.0,United Kingdom,75,5,1759.5,2011-09-26 07:35:00
12824.0,United Kingdom,60,1,397.12,2011-10-11 12:49:00
12826.0,United Kingdom,3,7,1474.72,2011-12-07 10:25:00
12827.0,United Kingdom,6,3,430.15,2011-12-04 12:17:00
12828.0,United Kingdom,3,6,1018.71,2011-12-07 08:45:00
12829.0,United Kingdom,337,2,293.0,2011-01-07 11:13:00
12830.0,United Kingdom,38,6,6814.64,2011-11-02 11:54:00
12831.0,United Kingdom,262,1,215.05,2011-03-22 13:02:00
12832.0,United Kingdom,32,2,383.03000000000003,2011-11-07 13:30:00
12833.0,United Kingdom,145,1,417.38,2011-07-17 13:46:00
12834.0,United Kingdom,283,1,312.38,2011-03-02 09:49:00
12836.0,United Kingdom,59,4,2612.86,2011-10-11 15:10:00
12837.0,United Kingdom,173,1,134.1,2011-06-19 16:07:00
12838.0,United Kingdom,34,2,683.13,2011-11-06 12:20:00
12839.0,United Kingdom,3,14,5591.42,2011-12-07 12:33:00
12840.0,United Kingdom,144,4,2726.77,2011-07-19 09:29:00
12841.0,United Kingdom,5,25,4022.35,2011-12-05 11:13:00
12842.0,United Kingdom,70,2,1118.99,2011-09-30 15:33:00
12843.0,United Kingdom,66,8,1702.26,2011-10-05 12:09:00
12844.0,United Kingdom,29,2,325.96000000000004,2011-11-10 13:31:00
12845.0,United Kingdom,267,4,354.09000000000003,2011-03-17 13:34:00
12847.0,United Kingdom,22,1,871.54,2011-11-17 13:16:00
12849.0,United Kingdom,31,2,1050.89,2011-11-08 13:41:00
12851.0,United Kingdom,97,1,135.18,2011-09-04 12:41:00
12852.0,United Kingdom,295,1,311.55,2011-02-18 08:47:00
12853.0,United Kingdom,135,6,1957.1000000000001,2011-07-28 11:29:00
12854.0,United Kingdom,79,3,1324.5,2011-09-22 12:15:00
12855.0,United Kingdom,373,1,38.1,2010-12-02 09:37:00
12856.0,United Kingdom,8,6,2179.93,2011-12-02 10:52:00
12857.0,United Kingdom,211,2,1106.4,2011-05-13 10:20:00
12863.0,United Kingdom,52,1,521.2,2011-10-18 14:15:00
12864.0,United Kingdom,138,1,147.12,2011-07-24 13:03:00
12865.0,Austria,26,2,1568.23,2011-11-13 14:31:00
12866.0,Belgium,283,1,559.12,2011-03-01 14:11:00
12867.0,United Kingdom,26,7,4036.82,2011-11-13 15:30:00
12868.0,United Kingdom,186,6,1607.0600000000002,2011-06-07 10:42:00
12871.0,United Kingdom,84,2,380.64,2011-09-16 15:07:00
12872.0,United Kingdom,327,2,599.97,2011-01-17 10:52:00
12873.0,United Kingdom,282,1,374.0,2011-03-02 14:58:00
12875.0,United Kingdom,143,2,343.2300000000001,2011-07-19 15:30:00
12876.0,Belgium,58,2,2218.02,2011-10-13 12:26:00
12877.0,United Kingdom,4,12,1535.77,2011-12-06 10:30:00
12878.0,United Kingdom,236,2,854.99,2011-04-17 13:07:00
12879.0,United Kingdom,45,3,573.22,2011-10-26 12:24:00
12881.0,United Kingdom,276,1,298.0,2011-03-09 11:44:00
12882.0,United Kingdom,9,2,1463.04,2011-11-30 16:18:00
12883.0,United Kingdom,25,4,703.47,2011-11-15 09:32:00
12884.0,United Kingdom,88,1,309.05,2011-09-12 13:10:00
12885.0,United Kingdom,63,3,1175.22,2011-10-07 13:40:00
12886.0,United Kingdom,68,2,1378.4,2011-10-03 10:09:00
12888.0,United Kingdom,214,2,354.12,2011-05-09 16:02:00
12890.0,United Kingdom,24,1,380.46999999999997,2011-11-15 17:26:00
12891.0,United Kingdom,186,3,331.0,2011-06-07 12:31:00
12893.0,United Kingdom,31,1,188.14,2011-11-09 12:34:00
12895.0,United Kingdom,42,2,372.8,2011-10-28 13:51:00
12897.0,United Kingdom,205,2,216.5,2011-05-19 12:13:00
12901.0,United Kingdom,9,28,17654.54,2011-12-01 10:07:00
12902.0,United Kingdom,265,1,138.68,2011-03-20 12:06:00
12904.0,United Kingdom,18,2,509.58,2011-11-21 14:34:00
12906.0,United Kingdom,12,5,2919.81,2011-11-28 09:55:00
12908.0,United Kingdom,176,2,750.0,2011-06-16 15:39:00
12909.0,United Kingdom,40,5,2178.67,2011-10-31 12:43:00
12910.0,United Kingdom,23,8,3075.04,2011-11-16 14:28:00
12912.0,United Kingdom,3,5,1662.3,2011-12-07 08:55:00
12913.0,United Kingdom,5,5,2483.63,2011-12-05 12:11:00
12915.0,United Kingdom,149,2,363.65,2011-07-14 11:34:00
12916.0,United Kingdom,139,4,3006.15,2011-07-24 10:35:00
